sentence,label,dataset
1不是牛皮的2发货速度慢3联系客服没反应。你很拽，我也没办法,0,jd
裤子一般，物流太慢。河北到安徽7天,0,jd
我要退货，你们给个答复撒，你这个一看就是二手的或者翻新的嘛，根本用不了，我要退货，或者给我换个新的，我不要二手货，有磨痕和擦拭过的痕迹，这不是二手是什么，还当新机卖，有没有良心\n,0,jd
感觉有些像旧的&hellip;&hellip;&hellip;,0,jd
这个产品不错，房事时间延长很多，己多次购买了，一只字代表：爽！,1,jd
质量实在太差了～穿着脚臭比一百多的皮鞋还差劲～买遭了～冒牌必登高～居然还让京东配送,0,jd
以后不会再买了，质，，，，，，，，，,0,jd
先入手，留作日后备用。,1,jd
质感不好，很毛糙，不值这个价,0,jd
东西还不错，就是不知道连续开几天会怎样的.而且快递也挺快的,0,jd
还可以，就是物流太慢啦，物体还有一些损坏，不过还能用。不推换了，麻烦,1,jd
坚持穿还是有效果的，不过我还是觉得麻烦，后来没有使用了。,1,jd
台湾旅游的书很多，但是缺少台湾全貌地图，很多地方都需要确切知道在全台湾的地图上在什么位置，根据方位制定路线计划\n内容简介\n　　一省区一册，全面反映该省区行政区划、标准地名、交通旅游、地形等最新信息。\n　　市县图清晰易读，乡镇、村庄资料翔实，及时反映乡镇调整后的分布状况。\n　　采用最新交通资料，全面核实并更新了高速公路走向，增加了高速公路名称、编号、出入口、服务区等信息。\n　　城区地图反映交通、医疗、教育、金融、商业、旅游等日新月异的变化。\n　　旅游信息丰富，涵盖了该省区最重要的名胜古迹和哺游景区。\n　　雀情介绍、分县概况、旅游简介等文字资料有助于全方位了解该省区及各市县情况。\n内容简介\n　　一省区一册，全面反映该省区行政区划、标准地名、交通旅游、地形等最新信息。\n　　市县图清晰易读，乡镇、村庄资料翔实，及时反映乡镇调整后的分布状况。\n　　采用最新交通资料，全面核实并更新了高速公路走向，增加了高速公路名称、编号、出入口、服务区等信息。\n　　城区地图反映交通、医疗、教育、金融、商业、旅游等日新月异的变化。\n　　旅游信息丰富，涵盖了该省区最重要的名胜古迹和哺游景区。\n　　雀情介绍、分县概况、旅游简介等文字资料有助于全方位了解该省区及各市县情况。\n内容简介\n　　一省区一册，全面反映该省区行政区划、标准地名、交通旅游、地形等最新信息。\n　　市县图清晰易读，乡镇、村庄资料翔实，及时反映乡镇调整后的分布状况。\n　　采用最新交通资料，全面核实并更新了高速公路走向，增加了高速公路名称、编号、出入口、服务区等信息。\n　　城区地图反映交通、医疗、教育、金融、商业、旅游等日新月异的变化。\n　　旅游信息丰富，涵盖了该省区最重要的名胜古迹和哺游景区。\n　　雀情介绍、分县概况、旅游简介等文字资料有助于全方位了解该省区及各市县情况。\n,1,jd
收到以后不错哟，跟实体店买的一样，还便宜好多，男朋友很喜欢，以后买皮鞋就来着买啦！,1,jd
态度非常差的卖家，在网络买东西十几年第一次碰到这么坑人还强词夺理的卖家！太可怕了！少货了还说是买家白痴脑残打电话骂人的！京东也怎么会容忍这种人！,0,jd
买地瓜干寄过来是土蜂蜜,0,jd
小孩比较喜欢，总体部错,1,jd
在漫长的等待中今天收到了货，是自己开车去提货的，因为快递错派到别区域的点，不自己去提的话要过一、二天才能送到我家。盖子有划痕，试煲了水，很OK。,1,jd
收到就低*块钱，我不服！！！！！！！！我让男朋友退了，他不退= =他嫌麻烦！！！！！！但是我不服！！！！！！！！！,0,jd
售后技术支持的不好，官方网站上的相关说明资料很少，拿到之后不知道该怎么使用。做工，功能什么的还好，可以当空鼠使用。体感功能需要安装驱动，但想要安装后起作用，又需要系统root，不然体感不能用。在一台root过的安卓平板上安装，然后触屏就不能用了。电视盒子上，体感用不了，有违初衷。,0,jd
这拖鞋质量太差了，才穿一天就掉色,0,jd
质量不错，颜色也挺满意的。服务态度挺好，快递也给力。,1,jd
衣服有点短，袖子宽了，凑合着穿吧,1,jd
好细啊，果然不是很好,0,jd
价格便宜，质量还行，先屯着。,1,jd
闻着还挺有味道，还未使用，期待效果。,1,jd
唉！买到垃圾的,0,jd
这个一星评价主要是给物流的。\n这个产品感觉一般，价格也不低。,0,jd
差的无法形容  轻轻踩水上都要被滑摔死的节奏,0,jd
特别收藏用的，买了一系列的这些，有时间好好欣赏,1,jd
小老板是我的最爱,1,jd
很难打进去气，聊胜于无。,0,jd
用着很方便起坐板及钢架很结实耐用，缺点亚玲太小，拳击球是充气的太轻打着没感觉,0,jd
先邮过来的是个破洞的，换货时让我先垫付运费，结果都好久了运费也没打给我&hellip;&hellip;&hellip;&hellip;,0,jd
衣服到手了，挺不错的，穿着舒服，价格也实惠，满意！,1,jd
已经买了很多次 之前都是**买一送一 价格合理 每次也都是习惯性的点击再次购买 没想到现在没有买一送一活动了 一罐**钱的价格实在难以接受 超市卖差不多最贵也就** 京东**一罐太贵了,0,jd
买的套装不带。正好用券凑上了,1,jd
卧槽，这速度无语，重点是你不发货也给个消息阿，差评！,0,jd
听说这个牌子的方便面很火？刚好就看到做活动于是就买了，面是很比国内的要粗些的，很有一番风味，还不错,1,jd
草，垃圾差评。差评,0,jd
看着还不错。给宝宝买的。,1,jd
与图不对，没有摄像头孔，坑货，评价完毕,0,jd
可以，鞋垫很软。,1,jd
钢化质量差，倒在桌子上就裂。,0,jd
杯子是正品，大小正合适，颜色孩子也挺喜欢！,1,jd
东西不错~压力有点小,1,jd
买的内存卡，刚开始还可以，还没有两个月就坏了。手机现在完全读不出来卡，大家千万要慎重啊！别被忽悠了，现在也过来退货期了。里面还有好多东西呢！烦躁，，，，,0,jd
买了84寸的，质量不错，效果也挺好的。,1,jd
衣服挺好的，跟图片一样，穿上效果也不错。因为自己失误拍错了尺码，店家也很耐心的跟我将要怎么调换。172，100斤 换的L码正好，给大家个参考,1,jd
目测也就四倍左右，还不如我那个4倍狙击瞄准呢！送的东西挺多的，关键的防尘盖没有无语。也就质感还不错，不知道会不会掉漆。,0,jd
书还算过的去，内容比较符合6级，不过预测什么的就当练习吧，不要太当真，想背单词的话还是要去买单词书比较好，单词卡只是平时偶尔记起来时用用,1,jd
好尼。   马 ！太 恶     心 了，实物与照片是一件衣服吗？吐死尼。  马。,0,jd
和描述一样，质量可以，应该是正品，不过肩膀出有些显宽,1,jd
绿色的拿回来差一点没吓死我，太深了，特别土,0,jd
客服发错了尺寸，跟客服沟通几次，都以让仓库查为由不了了之。我没那么多时间找你们理论，做生意要有点道德,0,jd
挺好的 京东就是我的商场超市 好多东西都在这里买 还可以送货上门 很方便,1,jd
物流太慢质量太差不值得这个价钱,0,jd
货品颜色与订的颜色不一样,0,jd
还可以，就是质量不想像中好,0,jd
这套书精品连环画：抗美援朝故事（套装共3册）,1,jd
外包装明显被挤压，为什么没有配套的礼品袋？要送人的话难堪死了，东西应该没问题,0,jd
原来是锡纸，有点小，在大点最好。,0,jd
一般般啦，价格不是很好,0,jd
挺好，挺亮，价廉物美。,1,jd
衣服很正点， 买的很满意，看着就舒坦啊。值得大家购买。,1,jd
掉毛厉害，可以不买,0,jd
感觉有点贵了，用用看吧,1,jd
用了几次保温效果差！天气不是很冷，热水装出去一个多小时就成温水了,0,jd
为什么不可以评0颗星或者负数的星？就这个玩具，把价格调到**一个吧,0,jd
画板质量很好，材质小孩子用放心，安装简单，小盆友也喜欢在上面涂鸦，不错,1,jd
这个书是我老师推荐的，非常实用而且便宜，纸质很棒，,1,jd
赠品不评论，明星6件套外包装不行，里面的玻璃瓶子很旧，一句话，很垃圾！严重怀疑是假货，亲们慎重购买！,0,jd
不好啊，好像是假的,0,jd
京东物流不敢恭维！原来买来回家过年，结果没赶到，留着今年冬天穿了,0,jd
垃圾中的垃圾，掉到地上就碎了，无语&hellip;&hellip;,0,jd
内容很大一部分是*，特别是涉税鉴证一章，太多的抄录，实在不理解这&ldquo;大成&rdquo;是啥意思。,0,jd
版型很好，穿着很合适也很暖和，看起来皮质很好，款式是我喜欢的,1,jd
小野丽莎的代表作吧。\n《小野丽莎：左岸香颂（再版）》专辑除Pierre Barouh之外，可说邀请到国际级豪华制作群。要特别提出来的，是法国音乐巨擘、高龄86岁的享利萨瓦多（Henri Salvador）先生，他以成熟甘美的嗓音献唱自己的畅销作J&amp;#039;AI VU（专辑第5首）。而以名曲Les Parapluies（天生一对）及La Vie en Rose（玫瑰人生）享誉法国的手风琴鬼才Richard Galliano先生，让我们听见他充满个人色彩的演奏技巧。而专辑交织着华丽的弦乐编制格局，是编曲家Mario Adent先生的概念，让整张专辑呈现出洒脱而优雅的乐音。Mario曾为巴西首席的圣保罗交响乐团编曲，因此他的弦乐编曲技术可说获得至高的评价。\n    专辑一共在东京、巴西圣保罗，以及法国巴黎三地完成制作，巧妙揉合了细腻与优雅、知性与品味这两者氛围，呈现出浓厚成熟的Bossa Nova乐风。请您不妨暂时忘却平日喧扰，用悠闲的心情，加上法式的优雅，来聆听这位活跃於国际乐坛的歌手&mdash;&mdash;小野丽莎的最新专辑《左岸香颂》。\n\n演唱者简介：\n\n    小野丽莎：小野丽莎从小在父亲经营的俱乐部里接受许多一流音乐家的薰陶。耳濡目染之下，小野丽莎15岁起就开始拿起吉他唱歌。89年发表首张专辑，便以其自然的歌声与甜美的笑容掳获了众人的耳朵，迅速地在日本拓展Bossa Nova曲风，并树立其第一把交椅的地位。她那充满阳光气息的轻快乐章，比起巴西当地歌手也丝毫不显逊色。因此不仅在日本，小野丽莎的音乐在全世界都受到肯定，不论是纽约或巴西的演唱会都有盛大的回响。甚至得到Bossa Nova之神Antonio Carlos Jobim的青睐，双方合作共谱出不少精采的作品。对于小野丽莎来说，加入EMI无疑是最欣喜若狂的一件事情。出道多年，拥有多张金唱片及白金唱片，数百万张傲人的销售数字，这些成绩造就了小野丽莎在日本爵士乐界不朽的地位和身价。 \n,1,jd
好几个月了，都没吃，*牛肉，豆腐干做的，真是够了。,0,jd
吸尘器吸力很大，质量不错，非常好操作，每天孩子给我抢着扫地，非常满意,1,jd
不错，继续努力，争取第一。,1,jd
裤子很差，穿了一段时间，严重掉色掉毛不如地摊货。,0,jd
太差了，不能下载输入法，没手写功能，机子反应也慢。,0,jd
质量好，在水里看得很清楚，泳镜在水里待久感觉出现一点点雾水。,1,jd
垃圾产品，联网后一分钟就断，再联上又断，麻痹脑残！,0,jd
12天啦，鞋子终于收到啦，希望贵公司下次选择快递的还是先了解下，不要再把地址搞错啦，第一次在网上买鞋子就遇到这样的事情，郁闷。,0,jd
还不错啊，挺便宜的。,1,jd
孩子喜欢看，天天吵着要，同事推荐的,1,jd
快过期了 千万不买 所以便宜,0,jd
老弟考研用的，价格实惠，送货速度快，满199-100，呵呵,1,jd
不错 很合适很是喜欢,1,jd
神马铁威呀？说明书与实践差别太大了。没有专用的手机客户端，两个星是给京东快递的,0,jd
性价比不高，钳口不能闭合，电线是剪不断了，主刀不够锋利，细节不够精致,0,jd
很喜欢这款箱子，颜色好看且质量好,1,jd
拿到后第一时间试穿，高于预期，不错,1,jd
严重怀疑是假机油。换机油才两个月，机油尺就量不到机油了。再换回别家买的，机油不见少。说明这款机油可能是烧掉了。,0,jd
